state_code,ds_name,as_name,block_name
TN,Pudukkottai North,Viralimalai,Viralimalai Block
TN,Pudukkottai North,Pudukkottai,Pudukottai – 1 Municipality
TN,Pudukkottai North,Pudukkottai,Pudukottai – 2 Municipality
TN,Pudukkottai South,Aranthangi,Aranthangi Block
TN,Pudukkottai South,Aranthangi,Avudaiyarkoil Block
TN,Pudukkottai South,Aranthangi,Manalmelkudi Block
TN,Pudukkottai South,Alangudi,Thiruvarankulam Block
TN,Pudukkottai South,Thirumayam,Arimalam Block
TN,Pudukkottai South,Thirumayam,Ponnamaravathi Block
TN,Pudukkottai South,Thirumayam,Thirumayam Block
TN,Pudukkottai South,Aranthangi,Aranthangi Municipality
TN,Sivagangai,Karaikudi,Devakottai Block
TN,Sivagangai,Manamadurai (SC),Elayankudi Block
TN,Sivagangai,Sivaganga,Kalaiyarkoil Block
TN,Sivagangai,Sivaganga,Kallal Block
TN,Sivagangai,Karaikudi,Kannankudi Block
TN,Sivagangai,Manamadurai (SC),Manamadurai Block
TN,Sivagangai,Tiruppattur,S.Pudur Block
TN,Sivagangai,Karaikudi,Sakkottai Block
TN,Sivagangai,Tiruppattur,Singampunari Block
TN,Sivagangai,Sivaganga,Sivagangai Block
TN,Sivagangai,Tiruppattur,Tirupathur Block
TN,Sivagangai,Manamadurai (SC),Tirubuvanam Block
TN,Sivagangai,Sivaganga,Sivagangai – 1 Municipality
TN,Sivagangai,Sivaganga,Sivangangai – 2 Municipality
TN,Sivagangai,Karaikudi,Devakottai Municipality
TN,Sivagangai,Karaikudi,Karaikudi Municipality
TN,Madurai North,Sholavandan (SC),Alanganallur Block
TN,Madurai North,Sholavandan (SC),Vadipatti Block
TN,Madurai North,Madurai East,Madurai East Block
TN,Madurai North,Melur,Melur Block
TN,Madurai North,Melur,Kottampatti Block
TN,Madurai North,Madurai East,Madurai West Block
TN,Madurai North,Melur,Melur Municipality
TN,Madurai Corporation,Madurai Central,Circle – 1
TN,Madurai Corporation,Madurai Central,Circle – 2
TN,Madurai Corporation,Madurai Central,Circle – 3
TN,Madurai Corporation,Madurai North,Circle – 4
TN,Madurai Corporation,Madurai North,Circle – 5
TN,Madurai Corporation,Madurai West,Circle – 6
TN,Madurai Corporation,Madurai West,Circle – 7
TN,Madurai Corporation,Madurai South,Circle – 8
TN,Madurai Corporation,Madurai South,Circle – 9
TN,Madurai Corporation,Madurai South,Circle – 10
TN,Madurai South,Thiruparankundram,Circle – 11
TN,Madurai South,Thiruparankundram,Circle – 12
TN,Madurai South,Usilampatti,Usilampatti Block
TN,Madurai South,Usilampatti,Chellampatti Block
TN,Madurai South,Tirumangalam,Kallikudi Block
TN,Madurai South,Usilampatti,Sedapatti Block
TN,Madurai South,Tirumangalam,T.Kallupatti Block
TN,Madurai South,Tirumangalam,Thirumangalam Block
TN,Madurai South,Thiruparankundram,Thirupparankundram Block
TN,Madurai South,Tirumangalam,Thirumangalam Municipality
TN,Madurai South,Usilampatti,Usilampatti Municipality
TN,Theni,Cumbum,Cumbam Block
TN,Theni,Cumbum,Uthamapalayam Block
TN,Theni,Cumbum,Chinnamanur Block
TN,Theni,Bodinayakanur,Bodinaickanur Block
TN,Theni,Periyakulam (SC),Theni Block
TN,Theni,Andipatti,Andipatti Block
TN,Theni,Periyakulam (SC),Periyakulam Block
TN,Theni,Andipatti,K.Mayiladumparai Block
TN,Theni,Cumbum,Cumbam Municipality
TN,Theni,Cumbum,Chinnamanur Municipality
TN,Theni,Bodinayakanur,Bodinaickanur Municipality
TN,Theni,Periyakulam (SC),Theni Municipality
TN,Theni,Periyakulam (SC),Periakulam Municipality
TN,Theni,Andipatti,Gudalur Municipality
TN,Virudhunagar West,Rajapalayam,Rajapalayam Block
TN,Virudhunagar West,Sattur,Sattur Block
TN,Virudhunagar West,Srivilliputhur (SC),Srivilliputhur Block
TN,Virudhunagar West,Sattur,Vembakottai Block
TN,Virudhunagar West,Srivilliputhur (SC),Watrap Block
TN,Virudhunagar West,Srivilliputhur (SC),Srivilliputhur Municipality
TN,Virudhunagar West,Rajapalayam,Rajapalayam – 1 Municipality
TN,Virudhunagar West,Rajapalayam,Rajapalayam – 2 Municipality
TN,Virudhunagar West,Sattur,Sattur Municipality
TN,Virudhunagar East,Aruppukkottai,Aruppukottai Block
TN,Virudhunagar East,Tiruchuli,Kariyapatti Block
TN,Virudhunagar East,Tiruchuli,Narikudi Block
TN,Virudhunagar East,Sivakasi,Sivakasi Block
TN,Virudhunagar East,Tiruchuli,Tiruchuli Block
TN,Virudhunagar East,Virudhunagar,Virudhunagar Block
TN,Virudhunagar East,Aruppukkottai,Aruppukottai Municipality
TN,Virudhunagar East,Virudhunagar,Virudhunagar – 1 Municipality
TN,Virudhunagar East,Virudhunagar,Virudhunagar – 2 Municipality
TN,Virudhunagar East,Sivakasi,Sivakasi Municipality
TN,Virudhunagar East,Sivakasi,Thiruthangal Municipality
TN,Ramanathapuram,Paramakudi (SC),Pogalur Block
TN,Ramanathapuram,Mudhukulathur,Kadaladi Block
TN,Ramanathapuram,Mudhukulathur,Kamudhi Block
TN,Ramanathapuram,Ramanathapuram,Mandapam Block
TN,Ramanathapuram,Mudhukulathur,Mudukulathur Block
TN,Ramanathapuram,Paramakudi (SC),Nainarkoil Block
TN,Ramanathapuram,Paramakudi (SC),Paramakudi Block
TN,Ramanathapuram,Tiruvadanai,Rajasingamangalam Block
TN,Ramanathapuram,Ramanathapuram,Ramanathapuram Block
TN,Ramanathapuram,Ramanathapuram,Tiruppullani Block
TN,Ramanathapuram,Tiruvadanai,Tiruvadanai Block
TN,Ramanathapuram,Ramanathapuram,Ramanathapuram Municipality
TN,Ramanathapuram,Paramakudi (SC),Paramakudi Municipality
TN,Ramanathapuram,Ramanathapuram,Keezhakkarai Municipality
TN,Ramanathapuram,Ramanathapuram,Rameswaram Municipality
TN,Thoothukudi North,Vilathikulam,Vilathikulam Block
TN,Thoothukudi North,Kovilpatti,Kayathar Block
TN,Thoothukudi North,Kovilpatti,Kovilpatti Block
TN,Thoothukudi North,Ottapidaram (SC),Ottapidaram Block
TN,Thoothukudi North,Kovilpatti,Pudur Block
TN,Thoothukudi North,Kovilpatti,Kovilpatti Municipality
TN,Thoothukudi Corporation,Thoothukkudi,Zone – 1
TN,Thoothukudi Corporation,Thoothukkudi,Zone – 2
TN,Thoothukudi Corporation,Thoothukkudi,Zone – 3
TN,Thoothukudi Corporation,Thoothukkudi,Zone – 4
TN,Thoothukudi Corporation,Thoothukkudi,Thoothukudi Block
TN,Thoothukudi South,Srivaikuntam,Alwarthirunagari Block
TN,Thoothukudi South,Srivaikuntam,Sattankulam Block
TN,Thoothukudi South,Srivaikuntam,Srivaikundam Block
TN,Thoothukudi South,Tiruchendur,Tiruchendur Block
TN,Thoothukudi South,Tiruchendur,Udankudi Block
TN,Thoothukudi South,Tiruchendur,Kayalpattinam Municipality
TN,Thoothukudi South,Srivaikuntam,Karungulam Block
TN,Tenkasi,Alangulam,Alangulam Block
TN,Tenkasi,Alangulam,Kadayam Block
TN,Tenkasi,Alangulam,Pappakudi Block
TN,Tenkasi,Tenkasi,Tenkasi Block
TN,Tenkasi,Kadayanallur,Sengottai Block
TN,Tenkasi,Sankarankovil (SC),Sankarankoil Block
TN,Tenkasi,Kadayanallur,Kadaiyanallur Block
TN,Tenkasi,Sankarankovil (SC),Kuruvikulam Block
TN,Tenkasi,Alangulam,Keezhapavur Block
TN,Tenkasi,Sankarankovil (SC),Melneelithanallur Block
TN,Tenkasi,Vasudevanallur (SC),Vasudevanallur Block
TN,Tenkasi,Tenkasi,Tenkasi Municipality
TN,Tenkasi,Kadayanallur,Sengottai Municipality
TN,Tenkasi,Sankarankovil (SC),Sankarankoil Municipality
TN,Tenkasi,Kadayanallur,Kadaiyanallur Municipality
TN,Tenkasi,Vasudevanallur (SC),Puliyangudi Municipality
TN,Tirunelveli East,Ambasamudram,Ambasamuthiram Block
TN,Tirunelveli East,Ambasamudram,Cheranmahadevi Block
TN,Tirunelveli East,Nanguneri,Kalakkadu Block
TN,Tirunelveli East,Nanguneri,Nanguneri Block
TN,Tirunelveli East,Radhapuram,Valliyur Block
TN,Tirunelveli East,Radhapuram,Radhapuram Block
TN,Tirunelveli East,Nanguneri,Palayamkottai Block
TN,Tirunelveli East,Ambasamudram,Ambasamuthiram Municipality
TN,Tirunelveli East,Ambasamudram,Vikkiramasingapuram Municipality
TN,Tirunelveli Corporation,Tirunelveli,Zone – 1
TN,Tirunelveli Corporation,Tirunelveli,Zone – 2
TN,Tirunelveli Corporation,Tirunelveli,Zone – 3
TN,Tirunelveli Corporation,Palayamkottai,Zone – 4
TN,Tirunelveli Corporation,Palayamkottai,Zone – 5
TN,Tirunelveli Corporation,Palayamkottai,Zone – 6
TN,Tirunelveli Corporation,Tirunelveli,Maanur Block
TN,Kanyakumari East,Kanniyakumari,Agastheeswaram Block
TN,Kanyakumari East,Kanniyakumari,Thovalai Block
TN,Kanyakumari East,Kanniyakumari,Rajakkamangalam Block
TN,Kanyakumari East,Colachal,Kurunthancode Block
TN,Kanyakumari East,Colachal,Colachel – 1 Municipality
TN,Kanyakumari East,Colachal,Colachel – 2 Municipality
TN,Kanyakumari East,Colachal,Thakkalai Block
TN,Kanyakumari West,Killiyoor,Munchirai Block
TN,Kanyakumari West,Killiyoor,Killiyur Block
TN,Kanyakumari West,Padmanabhapuram,Tiruvattar Block
TN,Kanyakumari West,Vilavancode,Melpuram Block
TN,Kanyakumari West,Vilavancode,Kuzhithurai – 1 Municipality
TN,Kanyakumari West,Vilavancode,Kuzhithurai – 2 Municipality
TN,Kanyakumari West,Padmanabhapuram,Padmanabhapuram – 1 Municipality
TN,Kanyakumari West,Padmanabhapuram,Padmanabhapuram – 2 Municipality
TN,Nagercoil Corporation,Nagercoil,Nagercoil – 1 Municipality
TN,Nagercoil Corporation,Nagercoil,Nagercoil – 2 Municipality
TN,Nagercoil Corporation,Nagercoil,Nagercoil – 3 Municipality
HR,Panchkula,Kalka,Madhawala
HR,Panchkula,Kalka,Pinjore
HR,Panchkula,Kalka,Amravati
HR,Panchkula,Kalka,Raipur Rani
HR,Panchkula,Kalka,Mauli
HR,Panchkula,Panchkula,Saketdi
HR,Panchkula,Panchkula,Panchkula City
HR,Panchkula,Panchkula,Sector 15
HR,Panchkula,Panchkula,Ramgarh
HR,Panchkula,Panchkula,Barwala
HR,Ambala Rural,Naraingarh,Dera
HR,Ambala Rural,Naraingarh,Panjlasa
HR,Ambala Rural,Naraingarh,Shahjadpur
HR,Ambala Rural,Naraingarh,Patrehri
HR,Ambala Rural,Naraingarh,Badhauli
HR,Ambala Urban,Ambala Cantt.,Panjokhara Sahib
HR,Ambala Urban,Ambala Cantt.,Mahesh Nagar
HR,Ambala Urban,Ambala Cantt.,Ambala Sadar
HR,Ambala Urban,Ambala Cantt.,Shahapur Machhonda
HR,Ambala Urban,Ambala City,Ghel
HR,Ambala Urban,Ambala City,Model Town
HR,Ambala Urban,Ambala City,Nadi Mohalla
HR,Ambala Urban,Ambala City,Nazirpur or Saunta
HR,Ambala Urban,Ambala City,Nanyola
HR,Ambala Urban,Ambala City,Jansui
HR,Ambala Rural,Mulana (SC),Gola 
HR,Ambala Rural,Mulana (SC),Saha
HR,Ambala Rural,Mulana (SC),Bihta
HR,Ambala Rural,Mulana (SC),Kesari
HR,Ambala Rural,Mulana (SC),Barara
HR,Ambala Rural,Mulana (SC),Ugala
HR,Yamuna Nagar Rural,Sadhaura (SC),Dhanaura
HR,Yamuna Nagar Rural,Sadhaura (SC),Sarawan
HR,Yamuna Nagar Rural,Sadhaura (SC),Bilaspur
HR,Yamuna Nagar Rural,Sadhaura (SC),Kalawar
HR,Yamuna Nagar Rural,Sadhaura (SC),Saraswati nagar
HR,Yamuna Nagar Urban ,Jagadhri,Partapnagar
HR,Yamuna Nagar Urban ,Jagadhri,Chachhrauli
HR,Yamuna Nagar Urban ,Jagadhri,Jagadhri City
HR,Yamuna Nagar Urban ,Jagadhri,Huda Colony
HR,Yamuna Nagar Urban ,Jagadhri,Khadri
HR,Yamuna Nagar Urban ,Yamuna Nagar,Buria
HR,Yamuna Nagar Urban ,Yamuna Nagar,Paper Mill Colony
HR,Yamuna Nagar Urban ,Yamuna Nagar,Gobindpuri
HR,Yamuna Nagar Urban ,Yamuna Nagar,Camp
HR,Yamuna Nagar Urban ,Yamuna Nagar,Badhi Majra
HR,Yamuna Nagar Rural,Radaur,Saran
HR,Yamuna Nagar Rural,Radaur,Kansapur
HR,Yamuna Nagar Rural,Radaur,Damla
HR,Yamuna Nagar Rural,Radaur,Radaur City
HR,Yamuna Nagar Rural,Radaur,Jathlana
HR,Kurukshetra,Ladwa,Mangoli Jattan
HR,Kurukshetra,Ladwa,Babain
HR,Kurukshetra,Ladwa,Niwarsi
HR,Kurukshetra,Ladwa,Pipli
HR,Kurukshetra,Shahbad (SC),Thol
HR,Kurukshetra,Shahbad (SC),Kalsana
HR,Kurukshetra,Shahbad (SC),Kharindwa
HR,Kurukshetra,Shahbad (SC),Dhwala
HR,Kurukshetra,Thanesar,Jyotisar
HR,Kurukshetra,Thanesar,Thanesar
HR,Kurukshetra,Thanesar,Mirzapur
HR,Kurukshetra,Thanesar,Amew
HR,Kurukshetra,Pehowa,Ismailabad
HR,Kurukshetra,Pehowa,Bakhli
HR,Kurukshetra,Pehowa,Pehowa 
HR,Kurukshetra,Pehowa,Sarsa
HR,Kaithal,Guhla(SC),Tatiyana
HR,Kaithal,Guhla(SC),Bhagal
HR,Kaithal,Guhla(SC),Bhunna
HR,Kaithal,Guhla(SC),Siwan
HR,Kaithal,Kalayat,Khadak Parwan
HR,Kaithal,Kalayat,Mataur
HR,Kaithal,Kalayat,Rajaund
HR,Kaithal,Kalayat,Kithana
HR,Kaithal,Kaithal,Keork
HR,Kaithal,Kaithal,Kaithal Urban 1
HR,Kaithal,Kaithal,Kaithal Urban 2
HR,Kaithal,Kaithal,Mudheri
HR,Kaithal,Pundri,Fathehpur
HR,Kaithal,Pundri,Pai
HR,Kaithal,Pundri,Karoda
HR,Karnal Rural,Nilokheri(SC),Nigdu
HR,Karnal Rural,Nilokheri(SC),Nilokheri
HR,Karnal Rural,Nilokheri(SC),Sambhali
HR,Karnal Rural,Nilokheri(SC),Nissing
HR,Karnal Urban,Indri,Garhi Birbal
HR,Karnal Urban,Indri,Indri
HR,Karnal Urban,Indri,Ghird
HR,Karnal Urban,Indri,Kunjpura
HR,Karnal Urban,Karnal,Kachwa
HR,Karnal Urban,Karnal,Sadar Bazar
HR,Karnal Urban,Karnal,Ramnagar
HR,Karnal Rural,Gharaunda,Fusgarh
HR,Karnal Rural,Gharaunda,Kutail
HR,Karnal Rural,Gharaunda,Gharaunda
HR,Karnal Rural,Gharaunda,Barsat
HR,Karnal Rural,Assandh,Jundla
HR,Karnal Rural,Assandh,Balla
HR,Karnal Rural,Assandh,Assandh
HR,Karnal Rural,Assandh,Mor Majra
HR,Panipat Urban,Panipat Rural,Babail
HR,Panipat Urban,Panipat Rural,Noorwala
HR,Panipat Urban,Panipat Rural,Binjhol
HR,Panipat Urban,Panipat Rural,Risalu
HR,Panipat Urban,Panipat City,Devi Mandir
HR,Panipat Urban,Panipat City,Sandi Road
HR,Panipat Urban,Panipat City,Model Town
HR,Panipat Urban,Panipat City,Kishanpura
HR,Panipat Rural,Israna (SC),Madloda
HR,Panipat Rural,Israna (SC),Nanltha
HR,Panipat Rural,Israna (SC),Mandi
HR,Panipat Rural,Samalkha,Sandi
HR,Panipat Rural,Samalkha,Bapoli
HR,Panipat Rural,Samalkha,Chulkana
HR,Panipat Rural,Samalkha,Hathwala
HR,Sonipat Rural,Ganaur,Bega
HR,Sonipat Rural,Ganaur,Gannaur
HR,Sonipat Rural,Ganaur,Purkhas
HR,Sonipat Rural,Ganaur,Pachi Jattan
HR,Sonipat Urban,Rai,murthal
HR,Sonipat Urban,Rai,Jakholi
HR,Sonipat Urban,Rai,Nahra
HR,Sonipat Urban,Rai,Nahri
HR,Sonipat Rural,Kharkhauda (SC),Farmana
HR,Sonipat Rural,Kharkhauda (SC),Kharkhauda Urban
HR,Sonipat Rural,Kharkhauda (SC),Rohana
HR,Sonipat Urban,Sonipat,Urban 1
HR,Sonipat Urban,Sonipat,Urban 2
HR,Sonipat Urban,Sonipat,Urban 3
HR,Sonipat Urban,Sonipat,Urban 4
HR,Sonipat Rural,Gohana,Khanpur
HR,Sonipat Rural,Gohana,Gohana
HR,Sonipat Rural,Gohana,Juan
HR,Sonipat Rural,Gohana,Mohana
HR,Sonipat Rural,Baroda,Bichpadi
HR,Sonipat Rural,Baroda,Butana
HR,Sonipat Rural,Baroda,Bhaiswal
HR,Jind,Julana,Ramrai 
HR,Jind,Julana,Lajwana
HR,Jind,Julana,Quila
HR,Jind,Safidon,Muana
HR,Jind,Safidon,Safidon
HR,Jind,Safidon,Kalwa
HR,Jind,Safidon,Bhambhwa
HR,Jind,Jind,Khandela
HR,Jind,Jind,Jindal Urban 1
HR,Jind,Jind,Jindal Urban 2
HR,Jind,Jind,Jalalpur
HR,Jind,Uchana Kalan,Chattar
HR,Jind,Uchana Kalan,Alewa
HR,Jind,Uchana Kalan,Uchana
HR,Jind,Narwana(SC),Ujhana
HR,Jind,Narwana(SC),Dharondi
HR,Jind,Narwana(SC),Dakhal
HR,Jind,Narwana(SC),Danoda
HR,Fatehabad,Tohana,Jaghal Mandt
HR,Fatehabad,Tohana,Jamlapur
HR,Fatehabad,Tohana,Kanheri Block
HR,Fatehabad,Tohana,Sanchala Block
HR,Fatehabad,Fatehabad,Ward No. 4
HR,Fatehabad,Fatehabad,Bighar Block
HR,Fatehabad,Fatehabad,Bhuna Block
HR,Fatehabad,Fatehabad,Khabara kalan
HR,Fatehabad,Ratia(Sc),Nangal Block
HR,Fatehabad,Ratia(Sc),Nagpur
HR,Fatehabad,Ratia(Sc),Hadoli block
HR,Fatehabad,Ratia(Sc),Bhirdana block
HR,Sirsa,Kalawali(SC),Fagu
HR,Sirsa,Kalawali(SC),Rori
HR,Sirsa,Kalawali(SC),Nejadela Kalan
HR,Sirsa,Kalawali(SC),Narel Khera
HR,Sirsa,Dabwali,Desujodha
HR,Sirsa,Dabwali,Abub Saher
HR,Sirsa,Dabwali,Chautala
HR,Sirsa,Dabwali,Odhan
HR,Sirsa,Rania,Khariyan
HR,Sirsa,Rania,Bani
HR,Sirsa,Rania,Sant Nagar
HR,Sirsa,Rania,Ottu
HR,Sirsa,Sirsa,Chanan Chakki
HR,Sirsa,Sirsa,Greawal Basti
HR,Sirsa,Sirsa,J J Colony
HR,Sirsa,Sirsa,Ding
HR,Sirsa,Ellenabad,Madho Singhana
HR,Sirsa,Ellenabad,Ellanabad
HR,Sirsa,Ellenabad,Jamal
HR,Sirsa,Ellenabad,Kagdana
HR,Hisar Rural,Adampur,Sadalpur
HR,Hisar Rural,Adampur,Balsamand
HR,Hisar Rural,Uklana(SC),Pabra
HR,Hisar Rural,Uklana(SC),Khewar
HR,Hisar Rural,Uklana(SC),Kharak Duniyan
HR,Hisar Rural,Narnaund,Khedi
HR,Hisar Rural,Narnaund,Sisayen
HR,Hisar Rural,Narnaund,Baas
HR,Hisar Rural,Narnaund,Madanhedi
HR,Hisar Rural,Hansi,Kharkara Bhatol
HR,Hisar Rural,Hansi,Hansi City
HR,Hisar Rural,Hansi,Gadhi Sorkhi
HR,Hisar Rural,Hansi,Umra
HR,Hisar Urban,Barwala,Barwala City
HR,Hisar Urban,Barwala,Milgate 
HR,Hisar Urban,Barwala,Ladwa
HR,Hisar Urban,Hisar,Hisar
HR,Hisar Urban,Hisar,Hisar Centre
HR,Hisar Urban,Hisar,Hisar Outer
HR,Hisar Urban,Nalwa,Arya Nagar
HR,Hisar Urban,Nalwa,Gangwa
HR,Hisar Urban,Nalwa,Mangali
HR,Hisar Urban,Nalwa,Sharwa
HR,Bhiwani,Loharu,Siwani
HR,Bhiwani,Loharu,⁠Bahal
HR,Bhiwani,Loharu,Dhigawa 
HR,Bhiwani,Loharu,⁠Loharu
HR,Charkhi Dadri,Badhra,Jhojhu kalan
HR,Charkhi Dadri,Badhra,Badhra
HR,Charkhi Dadri,Badhra,Jawa
HR,Charkhi Dadri,Badhra,Kadma
HR,Charkhi Dadri,Dadri,Bound Kalan
HR,Charkhi Dadri,Dadri,Charkhi
HR,Charkhi Dadri,Dadri,Samaspur
HR,Charkhi Dadri,Dadri,Bhagvi
HR,Bhiwani,Bhiwani,Bhiwani urban block 1
HR,Bhiwani,Bhiwani,Bhiwani urban block 2
HR,Bhiwani,Bhiwani,Bhiwani urban block 3
HR,Bhiwani,Bhiwani,Bhiwani Bamla block 4
HR,Bhiwani,Bhiwani,Bhiwani Manheru block 5
HR,Bhiwani,Tosham,Tosham
HR,Bhiwani,Tosham,Dinod
HR,Bhiwani,Tosham,Kairu
HR,Bhiwani,Tosham,Jui
HR,Bhiwani,Bawani Khera(SC),Bawanikhera Urban
HR,Bhiwani,Bawani Khera(SC),Baliyali
HR,Bhiwani,Bawani Khera(SC),kharak
HR,Rohtak Rural ,Meham,Farmana
HR,Rohtak Rural ,Meham,Mokhra
HR,Rohtak Rural ,Meham,Gaddi Kheri
HR,Rohtak Rural ,Garhi Sampla Kiloi,Saanghi
HR,Rohtak Rural ,Garhi Sampla Kiloi,Bohar
HR,Rohtak Rural ,Garhi Sampla Kiloi,Khedi Sampla
HR,Rohtak Urban ,Rohtak,Prem Nagar
HR,Rohtak Urban ,Rohtak,Gandhi Nagar
HR,Rohtak Urban ,Rohtak,Janta Colony
HR,Rohtak Urban ,Rohtak,Ekta Colony
HR,Rohtak Rural ,Kalanaur(SC),Kalanaur
HR,Rohtak Rural ,Kalanaur(SC),Sunari Kalan
HR,Rohtak Rural ,Kalanaur(SC),Sundana
HR,Jhajjar,Bahadurgarh,Aasoda
HR,Jhajjar,Bahadurgarh,Mandothi
HR,Jhajjar,Bahadurgarh,Bahadurgarh Urban
HR,Jhajjar,Bahadurgarh,Nuna Majra
HR,Jhajjar,Badli,Silani
HR,Jhajjar,Badli,Badli
HR,Jhajjar,Badli,Maachroli
HR,Jhajjar,Badli,Patoda
HR,Jhajjar,Jhajjar(SC),Manatheil
HR,Jhajjar,Jhajjar(SC),Jhajjar Urban
HR,Jhajjar,Jhajjar(SC),Sahlavas
HR,Jhajjar,Beri,Dighal
HR,Jhajjar,Beri,Dubaldhan
HR,Jhajjar,Beri,Mattan
HR,Mahendragarh,Ateli,Kanina
HR,Mahendragarh,Ateli,Dongra Ahir
HR,Mahendragarh,Ateli,Ateli
HR,Mahendragarh,Ateli,Kanti
HR,Mahendragarh,Mahendragarh,Satnali
HR,Mahendragarh,Mahendragarh,Pali
HR,Mahendragarh,Mahendragarh,Mahendargarh Urban
HR,Mahendragarh,Mahendragarh,Nangal Sirohi
HR,Mahendragarh,Narnaul,Sihma
HR,Mahendragarh,Narnaul,Narnaul City
HR,Mahendragarh,Narnaul,Narnaul Rural
HR,Mahendragarh,Narnaul,Kawi
HR,Mahendragarh,Nangal Chaudhry,Balaha
HR,Mahendragarh,Nangal Chaudhry,Dholera
HR,Mahendragarh,Nangal Chaudhry,Mausnuta
HR,Mahendragarh,Nangal Chaudhry,Budwal
HR,Rewari,Bawal(SC),Khol
HR,Rewari,Bawal(SC),Nadrampur
HR,Rewari,Bawal(SC),Pali
HR,Rewari,Bawal(SC),Takari
HR,Rewari,Bawal(SC),Jhabua
HR,Rewari,Kosli,Gudiyani
HR,Rewari,Kosli,Nahar
HR,Rewari,Kosli,Jatusana
HR,Rewari,Kosli,Dahina
HR,Rewari,Kosli,Mandola
HR,Rewari,Rewari,Gokalgarh
HR,Rewari,Rewari,Rewari Urban 1
HR,Rewari,Rewari,Rewari Urban 2
HR,Rewari,Rewari,Model Town
HR,Rewari,Rewari,Dungarwas
HR,Gurgaon Rural,Pataudi(SC),Heli Mandi
HR,Gurgaon Rural,Pataudi(SC),Jodi Khurd
HR,Gurgaon Rural,Pataudi(SC),Manesar
HR,Gurgaon Rural,Pataudi(SC),Sindhrawali
HR,Gurgaon Urban,Badshahpur,Palam Vihar
HR,Gurgaon Urban,Badshahpur,Nathupur
HR,Gurgaon Urban,Badshahpur,Basai
HR,Gurgaon Urban,Badshahpur,Jharsa
HR,Gurgaon Urban,Badshahpur,Fazlipur
HR,Gurgaon Urban,Badshahpur,Farukhnagar
HR,Gurgaon Urban,Gurgaon,Shitla Colony-Gurgaon
HR,Gurgaon Urban,Gurgaon,Rajender Park
HR,Gurgaon Urban,Gurgaon,Arjun Nagar
HR,Gurgaon Urban,Gurgaon,Chakarpur
HR,Gurgaon Urban,Gurgaon,Wazirabad
HR,Gurgaon Rural,Sohna,Ullawas
HR,Gurgaon Rural,Sohna,Dam Dama
HR,Gurgaon Rural,Sohna,Tawru
HR,Gurgaon Rural,Sohna,Lakhuwas
HR,Mewat,Nuh,Nuh Rural
HR,Mewat,Nuh,Ghasera
HR,Mewat,Nuh,Ujina
HR,Mewat,Nuh,Alawalpur
HR,Mewat,Ferozepur Jhirka,Rithee
HR,Mewat,Ferozepur Jhirka,Nagina
HR,Mewat,Ferozepur Jhirka,Neemkheda
HR,Mewat,Ferozepur Jhirka,Feorzpur Jhirka
HR,Mewat,Ferozepur Jhirka,Doha
HR,Mewat,Punahana,Shikrawa
HR,Mewat,Punahana,Pingwa
HR,Mewat,Punahana,Singar
HR,Palwal,Hathin,Mandkola
HR,Palwal,Hathin,Bhamnikhera
HR,Palwal,Hathin,Kondal
HR,Palwal,Hathin,Utawar
HR,Palwal,Hodal(SC),Aurangabad
HR,Palwal,Hodal(SC),Sondhad
HR,Palwal,Hodal(SC),Patti Garhi Hodal
HR,Palwal,Palwal,Saralgarh
HR,Palwal,Palwal,Bagpur Kalan
HR,Palwal,Palwal,Badoli
HR,Palwal,Palwal,Amroli
HR,Faridabad Rural,Prithla,Dayalpur
HR,Faridabad Rural,Prithla,Chyanasa 
HR,Faridabad Rural,Prithla,Fatehpur
HR,Faridabad Rural,Prithla,Alawalpur
HR,Faridabad Urban,Faridabad NIT,Pali Dhoj
HR,Faridabad Urban,Faridabad NIT,Saran
HR,Faridabad Urban,Badkhal,Badhkal
HR,Faridabad Urban,Badkhal,NIT
HR,Faridabad Urban,Badkhal,Angpur
HR,Faridabad Rural,Ballabhgarh,Mujeshsar
HR,Faridabad Rural,Ballabhgarh,Tirkha
HR,Faridabad Rural,Ballabhgarh,Uccha Gaon
HR,Faridabad Urban,Faridabad,Bharat Colony
HR,Faridabad Urban,Faridabad,Azronda
HR,Faridabad Rural,Tigaon,Palla
HR,Faridabad Rural,Tigaon,Tilpat
HR,Faridabad Rural,Tigaon,Khedi Kalan
HR,Faridabad Rural,Tigaon,Tigaon
TN,Kanyakumari West,Killiyoor,Kollencode
MB,Mumbai North,Dahisar ,Ward 1
MB,Mumbai North,Dahisar ,Ward 2
MB,Mumbai North,Dahisar ,Ward 6
MB,Mumbai North,Dahisar ,Ward 7
MB,Mumbai North,Dahisar ,Ward 8
MB,Mumbai North,Dahisar ,Ward 10
MB,Mumbai North,Maga Thane ,Ward 3
MB,Mumbai North,Maga Thane ,Ward 4
MB,Mumbai North,Maga Thane ,Ward 5
MB,Mumbai North,Maga Thane ,Ward 11
MB,Mumbai North,Maga Thane ,Ward 12
MB,Mumbai North,Maga Thane ,Ward 25
MB,Mumbai North,Maga Thane ,Ward 26
MB,Mumbai North,Maga Thane ,Ward 27
MB,Mumbai North,Borivali ,Ward 9
MB,Mumbai North,Borivali ,Ward 13
MB,Mumbai North,Borivali ,Ward 14
MB,Mumbai North,Borivali ,Ward 15
MB,Mumbai North,Borivali ,Ward 16
MB,Mumbai North,Borivali ,Ward 17
MB,Mumbai North,Borivali ,Ward 18
